operator;material_percentage;stars;elite;skill_level;s1_mastery;s2_mastery;s3_mastery;skill_upgrade_resources;elite1_resources;elite2_resources;elite_resources;mastery_resources;total_resources;spent_resources;needed_resources;needed_material_quantity;total_material_quantity
Indigo;0.0;4;0;0;0;0;0;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone";"15000x LMD
3x Caster Chip
1x Device
1x Oriron";"60000x LMD
5x Caster Chip Pack
14x Oriron Cluster
7x RMA70-12";"75000x LMD
3x Caster Chip
1x Device
1x Oriron
5x Caster Chip Pack
14x Oriron Cluster
7x RMA70-12";"24x Skill Summary - 3
3x White Horse Kohl
4x Aketon
1x Optimized Device
2x Oriron Block
2x D32 Steel
4x Keton Colloid
1x Manganese Trihydrate
4x Crystalline Component
2x Crystalline Electroassembly
2x Grindstone Pentahydrate";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
2x Device
4x Orirock Cube
2x Manganese Ore
28x Skill Summary - 3
2x Grindstone
75000x LMD
3x Caster Chip
1x Oriron
5x Caster Chip Pack
14x Oriron Cluster
7x RMA70-12
3x White Horse Kohl
4x Aketon
1x Optimized Device
2x Oriron Block
2x D32 Steel
4x Keton Colloid
1x Manganese Trihydrate
4x Crystalline Component
2x Crystalline Electroassembly
2x Grindstone Pentahydrate";;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
2x Device
4x Orirock Cube
2x Manganese Ore
28x Skill Summary - 3
2x Grindstone
75000x LMD
3x Caster Chip
1x Oriron
5x Caster Chip Pack
14x Oriron Cluster
7x RMA70-12
3x White Horse Kohl
4x Aketon
1x Optimized Device
2x Oriron Block
2x D32 Steel
4x Keton Colloid
1x Manganese Trihydrate
4x Crystalline Component
2x Crystalline Electroassembly
2x Grindstone Pentahydrate";109;109
Haze;31.36;4;1;7;0;0;0;"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon";"15000x LMD
3x Caster Chip
1x Orirock Cube
1x Polyester";"60000x LMD
5x Caster Chip Pack
19x Orirock Cluster
8x RMA70-12";"75000x LMD
3x Caster Chip
1x Orirock Cube
1x Polyester
5x Caster Chip Pack
19x Orirock Cluster
8x RMA70-12";"24x Skill Summary - 3
3x Optimized Device
2x Oriron Cluster
2x Manganese Trihydrate
2x Polymerization Preparation
2x Sugar Lump
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
4x Polyester
4x Oriron Cluster
28x Skill Summary - 3
7x Aketon
75000x LMD
3x Caster Chip
1x Orirock Cube
5x Caster Chip Pack
19x Orirock Cluster
8x RMA70-12
3x Optimized Device
2x Manganese Trihydrate
2x Polymerization Preparation
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
4x Polyester
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon
15000x LMD
3x Caster Chip
1x Orirock Cube";"2x Oriron Cluster
24x Skill Summary - 3
4x Aketon
60000x LMD
5x Caster Chip Pack
19x Orirock Cluster
8x RMA70-12
3x Optimized Device
2x Manganese Trihydrate
2x Polymerization Preparation
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration";81;118
Gum;33.03;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
3x Polyester Pack
4x Skill Summary - 3
3x Oriron Cluster";"15000x LMD
3x Defender Chip
1x Sugar
1x Polyketon";"60000x LMD
5x Defender Chip Pack
13x RMA70-12
7x Manganese Ore";"75000x LMD
3x Defender Chip
1x Sugar
1x Polyketon
5x Defender Chip Pack
13x RMA70-12
7x Manganese Ore";"24x Skill Summary - 3
5x Keton Colloid
4x Polyester Pack
2x White Horse Kohl
2x Bipolar Nanoflake
3x Optimized Device
2x Oriron Cluster
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
7x Polyester Pack
28x Skill Summary - 3
5x Oriron Cluster
75000x LMD
3x Defender Chip
1x Sugar
1x Polyketon
5x Defender Chip Pack
13x RMA70-12
7x Manganese Ore
5x Keton Colloid
2x White Horse Kohl
2x Bipolar Nanoflake
3x Optimized Device
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
3x Polyester Pack
4x Skill Summary - 3
3x Oriron Cluster
15000x LMD
3x Defender Chip
1x Sugar
1x Polyketon";"4x Polyester Pack
24x Skill Summary - 3
2x Oriron Cluster
60000x LMD
5x Defender Chip Pack
13x RMA70-12
7x Manganese Ore
5x Keton Colloid
2x White Horse Kohl
2x Bipolar Nanoflake
3x Optimized Device
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump";73;109
Greyy;30.7;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
3x Orirock Cluster
4x Skill Summary - 3
3x Sugar Pack";"15000x LMD
3x Caster Chip
1x Oriron
1x Polyester";"60000x LMD
5x Caster Chip Pack
15x Manganese Ore
9x Aketon";"75000x LMD
3x Caster Chip
1x Oriron
1x Polyester
5x Caster Chip Pack
15x Manganese Ore
9x Aketon";"24x Skill Summary - 3
3x Polyester Lump
5x Orirock Cluster
4x Keton Colloid
2x D32 Steel
3x Oriron Block
4x Sugar Pack
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
8x Orirock Cluster
28x Skill Summary - 3
7x Sugar Pack
75000x LMD
3x Caster Chip
1x Oriron
1x Polyester
5x Caster Chip Pack
15x Manganese Ore
9x Aketon
3x Polyester Lump
4x Keton Colloid
2x D32 Steel
3x Oriron Block
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
3x Orirock Cluster
4x Skill Summary - 3
3x Sugar Pack
15000x LMD
3x Caster Chip
1x Oriron
1x Polyester";"5x Orirock Cluster
24x Skill Summary - 3
4x Sugar Pack
60000x LMD
5x Caster Chip Pack
15x Manganese Ore
9x Aketon
3x Polyester Lump
4x Keton Colloid
2x D32 Steel
3x Oriron Block
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate";79;114
Gravel;65.04;4;2;7;0;1;0;"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Integrated Device
4x Skill Summary - 3
3x Loxic Kohl";"15000x LMD
3x Specialist Chip
1x Orirock Cube
1x Polyketon";"60000x LMD
5x Specialist Chip Pack
18x Polyester Pack
13x Orirock Cluster";"75000x LMD
3x Specialist Chip
1x Orirock Cube
1x Polyketon
5x Specialist Chip Pack
18x Polyester Pack
13x Orirock Cluster";"24x Skill Summary - 3
3x Manganese Trihydrate
3x Integrated Device
2x RMA70-24
2x Polymerization Preparation
2x White Horse Kohl
4x Grindstone Pentahydrate
4x Loxic Kohl
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
5x Integrated Device
28x Skill Summary - 3
7x Loxic Kohl
75000x LMD
3x Specialist Chip
1x Orirock Cube
1x Polyketon
5x Specialist Chip Pack
18x Polyester Pack
13x Orirock Cluster
3x Manganese Trihydrate
2x RMA70-24
2x Polymerization Preparation
2x White Horse Kohl
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Integrated Device
6x Skill Summary - 3
7x Loxic Kohl
75000x LMD
3x Specialist Chip
1x Orirock Cube
1x Polyketon
5x Specialist Chip Pack
18x Polyester Pack
13x Orirock Cluster
1x Grindstone Pentahydrate";"3x Integrated Device
22x Skill Summary - 3
3x Manganese Trihydrate
2x RMA70-24
2x Polymerization Preparation
2x White Horse Kohl
3x Grindstone Pentahydrate
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump";43;123
Gitano;28.33;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device";"15000x LMD
3x Caster Chip
1x Sugar
1x Oriron";"60000x LMD
5x Caster Chip Pack
17x Sugar Pack
14x Orirock Cluster";"75000x LMD
3x Caster Chip
1x Sugar
1x Oriron
5x Caster Chip Pack
17x Sugar Pack
14x Orirock Cluster";"24x Skill Summary - 3
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration
3x Manganese Trihydrate
3x Integrated Device
2x RMA70-24
2x D32 Steel
2x Polyester Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
3x Oriron
6x Aketon
28x Skill Summary - 3
5x Integrated Device
75000x LMD
3x Caster Chip
1x Sugar
5x Caster Chip Pack
17x Sugar Pack
14x Orirock Cluster
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration
3x Manganese Trihydrate
2x RMA70-24
2x D32 Steel
2x Polyester Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
3x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device
15000x LMD
3x Caster Chip
1x Sugar";"4x Aketon
24x Skill Summary - 3
3x Integrated Device
60000x LMD
5x Caster Chip Pack
17x Sugar Pack
14x Orirock Cluster
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x Orirock Concentration
3x Manganese Trihydrate
2x RMA70-24
2x D32 Steel
2x Polyester Lump";86;120
Gavial;30.84;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Grindstone
4x Skill Summary - 3
2x RMA70-12";"15000x LMD
3x Medic Chip
1x Oriron
1x Sugar";"60000x LMD
5x Medic Chip Pack
13x Integrated Device
6x Oriron Cluster";"75000x LMD
3x Medic Chip
1x Oriron
1x Sugar
5x Medic Chip Pack
13x Integrated Device
6x Oriron Cluster";"24x Skill Summary - 3
4x Orirock Concentration
4x Grindstone
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate
3x Sugar Lump
3x RMA70-12
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
6x Grindstone
28x Skill Summary - 3
5x RMA70-12
75000x LMD
3x Medic Chip
1x Oriron
1x Sugar
5x Medic Chip Pack
13x Integrated Device
6x Oriron Cluster
4x Orirock Concentration
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate
3x Sugar Lump
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Grindstone
4x Skill Summary - 3
2x RMA70-12
15000x LMD
3x Medic Chip
1x Oriron
1x Sugar";"4x Grindstone
24x Skill Summary - 3
3x RMA70-12
60000x LMD
5x Medic Chip Pack
13x Integrated Device
6x Oriron Cluster
4x Orirock Concentration
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate
3x Sugar Lump
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate";74;107
Frostleaf;32.14;4;1;7;0;0;0;"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
3x Sugar Pack
4x Skill Summary - 3
3x Polyester Pack";"15000x LMD
3x Guard Chip
1x Polyester
1x Oriron";"60000x LMD
5x Guard Chip Pack
15x Grindstone
7x Manganese Ore";"75000x LMD
3x Guard Chip
1x Polyester
1x Oriron
5x Guard Chip Pack
15x Grindstone
7x Manganese Ore";"24x Skill Summary - 3
3x Oriron Block
4x Sugar Pack
1x Optimized Device
2x D32 Steel
4x White Horse Kohl
3x Keton Colloid
4x Polyester Pack
2x Polymerization Preparation
2x RMA70-24";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
3x Oriron
2x Polyketon
7x Sugar Pack
28x Skill Summary - 3
7x Polyester Pack
75000x LMD
3x Guard Chip
1x Polyester
5x Guard Chip Pack
15x Grindstone
7x Manganese Ore
3x Oriron Block
1x Optimized Device
2x D32 Steel
4x White Horse Kohl
3x Keton Colloid
2x Polymerization Preparation
2x RMA70-24";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
3x Oriron
2x Polyketon
3x Sugar Pack
4x Skill Summary - 3
3x Polyester Pack
15000x LMD
3x Guard Chip
1x Polyester";"4x Sugar Pack
24x Skill Summary - 3
4x Polyester Pack
60000x LMD
5x Guard Chip Pack
15x Grindstone
7x Manganese Ore
3x Oriron Block
1x Optimized Device
2x D32 Steel
4x White Horse Kohl
3x Keton Colloid
2x Polymerization Preparation
2x RMA70-24";76;112
Ethan;28.33;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device";"15000x LMD
3x Specialist Chip
1x Sugar
1x Oriron";"60000x LMD
5x Specialist Chip Pack
17x Sugar Pack
14x Orirock Cluster";"75000x LMD
3x Specialist Chip
1x Sugar
1x Oriron
5x Specialist Chip Pack
17x Sugar Pack
14x Orirock Cluster";"24x Skill Summary - 3
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
3x Integrated Device
2x Bipolar Nanoflake
2x Sugar Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
3x Oriron
6x Aketon
28x Skill Summary - 3
5x Integrated Device
75000x LMD
3x Specialist Chip
1x Sugar
5x Specialist Chip Pack
17x Sugar Pack
14x Orirock Cluster
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
3x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device
15000x LMD
3x Specialist Chip
1x Sugar";"4x Aketon
24x Skill Summary - 3
3x Integrated Device
60000x LMD
5x Specialist Chip Pack
17x Sugar Pack
14x Orirock Cluster
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Polymerization Preparation
4x RMA70-24
3x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump";86;120
Estelle;32.41;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
3x Polyester Pack
4x Skill Summary - 3
3x Oriron Cluster";"15000x LMD
3x Guard Chip
1x Oriron
1x Polyketon";"60000x LMD
5x Guard Chip Pack
12x RMA70-12
8x Grindstone";"75000x LMD
3x Guard Chip
1x Oriron
1x Polyketon
5x Guard Chip Pack
12x RMA70-12
8x Grindstone";"24x Skill Summary - 3
3x Keton Colloid
4x Polyester Pack
2x White Horse Kohl
2x Polymerization Preparation
2x RMA70-24
3x Optimized Device
2x Oriron Cluster
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
3x Polyketon
2x Device
7x Polyester Pack
28x Skill Summary - 3
5x Oriron Cluster
75000x LMD
3x Guard Chip
1x Oriron
5x Guard Chip Pack
12x RMA70-12
8x Grindstone
3x Keton Colloid
2x White Horse Kohl
2x Polymerization Preparation
2x RMA70-24
3x Optimized Device
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
3x Polyketon
2x Device
3x Polyester Pack
4x Skill Summary - 3
3x Oriron Cluster
15000x LMD
3x Guard Chip
1x Oriron";"4x Polyester Pack
24x Skill Summary - 3
2x Oriron Cluster
60000x LMD
5x Guard Chip Pack
12x RMA70-12
8x Grindstone
3x Keton Colloid
2x White Horse Kohl
2x Polymerization Preparation
2x RMA70-24
3x Optimized Device
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump";73;108
Earthspirit;28.7;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Aketon
4x Skill Summary - 3
2x Integrated Device";"15000x LMD
3x Supporter Chip
1x Oriron
1x Orirock Cube";"60000x LMD
5x Supporter Chip Pack
20x Sugar Pack
7x Grindstone";"75000x LMD
3x Supporter Chip
1x Oriron
1x Orirock Cube
5x Supporter Chip Pack
20x Sugar Pack
7x Grindstone";"24x Skill Summary - 3
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x RMA70-24
3x Manganese Trihydrate
3x Integrated Device
2x Polymerization Preparation
2x Sugar Lump";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
6x Aketon
28x Skill Summary - 3
5x Integrated Device
75000x LMD
3x Supporter Chip
1x Oriron
1x Orirock Cube
5x Supporter Chip Pack
20x Sugar Pack
7x Grindstone
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x RMA70-24
3x Manganese Trihydrate
2x Polymerization Preparation
2x Sugar Lump";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Aketon
4x Skill Summary - 3
2x Integrated Device
15000x LMD
3x Supporter Chip
1x Oriron
1x Orirock Cube";"4x Aketon
24x Skill Summary - 3
3x Integrated Device
60000x LMD
5x Supporter Chip Pack
20x Sugar Pack
7x Grindstone
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x RMA70-24
3x Manganese Trihydrate
2x Polymerization Preparation
2x Sugar Lump";82;115
Dur-nar;31.62;4;1;7;0;0;0;"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon";"15000x LMD
3x Defender Chip
1x Orirock Cube
1x Polyester";"60000x LMD
5x Defender Chip Pack
19x Orirock Cluster
8x RMA70-12";"75000x LMD
3x Defender Chip
1x Orirock Cube
1x Polyester
5x Defender Chip Pack
19x Orirock Cluster
8x RMA70-12";"24x Skill Summary - 3
3x Keton Colloid
4x Polyester Pack
4x White Horse Kohl
2x Bipolar Nanoflake
4x Manganese Trihydrate
3x Optimized Device
2x Oriron Cluster
2x D32 Steel";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
4x Polyester
4x Oriron Cluster
28x Skill Summary - 3
3x Aketon
75000x LMD
3x Defender Chip
1x Orirock Cube
5x Defender Chip Pack
19x Orirock Cluster
8x RMA70-12
3x Keton Colloid
4x Polyester Pack
4x White Horse Kohl
2x Bipolar Nanoflake
4x Manganese Trihydrate
3x Optimized Device
2x D32 Steel";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
4x Polyester
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon
15000x LMD
3x Defender Chip
1x Orirock Cube";"2x Oriron Cluster
24x Skill Summary - 3
60000x LMD
5x Defender Chip Pack
19x Orirock Cluster
8x RMA70-12
3x Keton Colloid
4x Polyester Pack
4x White Horse Kohl
2x Bipolar Nanoflake
4x Manganese Trihydrate
3x Optimized Device
2x D32 Steel";80;117
Dobermann;19.66;4;1;5;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
3x Orirock Cluster
4x Skill Summary - 3
3x Sugar Pack";"15000x LMD
3x Guard Chip
1x Sugar
1x Polyester";"60000x LMD
5x Guard Chip Pack
15x Manganese Ore
11x Loxic Kohl";"75000x LMD
3x Guard Chip
1x Sugar
1x Polyester
5x Guard Chip Pack
15x Manganese Ore
11x Loxic Kohl";"24x Skill Summary - 3
3x Polyester Lump
5x Orirock Cluster
2x Keton Colloid
2x Bipolar Nanoflake
2x Manganese Trihydrate
3x Oriron Block
4x Sugar Pack
1x Optimized Device
2x D32 Steel
2x White Horse Kohl";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
3x Polyester
2x Oriron
8x Orirock Cluster
28x Skill Summary - 3
7x Sugar Pack
75000x LMD
3x Guard Chip
1x Sugar
5x Guard Chip Pack
15x Manganese Ore
11x Loxic Kohl
3x Polyester Lump
2x Keton Colloid
2x Bipolar Nanoflake
2x Manganese Trihydrate
3x Oriron Block
1x Optimized Device
2x D32 Steel
2x White Horse Kohl";"4x Skill Summary - 1
4x Sugar Substitute
6x Skill Summary - 2
3x Polyester
2x Oriron
15000x LMD
3x Guard Chip
1x Sugar";"3x Skill Summary - 2
8x Orirock Cluster
28x Skill Summary - 3
7x Sugar Pack
60000x LMD
5x Guard Chip Pack
15x Manganese Ore
11x Loxic Kohl
3x Polyester Lump
2x Keton Colloid
2x Bipolar Nanoflake
2x Manganese Trihydrate
3x Oriron Block
1x Optimized Device
2x D32 Steel
2x White Horse Kohl";94;117
Deepcolor;29.66;4;1;7;0;0;0;"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon";"15000x LMD
3x Supporter Chip
1x Polyester
1x Device";"60000x LMD
5x Supporter Chip Pack
20x Orirock Cluster
9x Manganese Ore";"75000x LMD
3x Supporter Chip
1x Polyester
1x Device
5x Supporter Chip Pack
20x Orirock Cluster
9x Manganese Ore";"24x Skill Summary - 3
3x Optimized Device
2x Oriron Cluster
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x RMA70-24";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
4x Oriron Cluster
28x Skill Summary - 3
7x Aketon
75000x LMD
3x Supporter Chip
1x Polyester
1x Device
5x Supporter Chip Pack
20x Orirock Cluster
9x Manganese Ore
3x Optimized Device
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x RMA70-24";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon
15000x LMD
3x Supporter Chip
1x Polyester
1x Device";"2x Oriron Cluster
24x Skill Summary - 3
4x Aketon
60000x LMD
5x Supporter Chip Pack
20x Orirock Cluster
9x Manganese Ore
3x Optimized Device
2x Manganese Trihydrate
2x D32 Steel
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x Bipolar Nanoflake
2x RMA70-24";83;118
Cutter;30.63;4;1;7;0;0;0;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x Incandescent Alloy
4x Skill Summary - 3
2x RMA70-12";"15000x LMD
3x Guard Chip
1x Polyester
1x Polyketon";"60000x LMD
5x Guard Chip Pack
12x Coagulating Gel
11x Manganese Ore";"75000x LMD
3x Guard Chip
1x Polyester
1x Polyketon
5x Guard Chip Pack
12x Coagulating Gel
11x Manganese Ore";"24x Skill Summary - 3
1x Keton Colloid
3x Coagulating Gel
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Polymerization Preparation
3x Incandescent Alloy Block
3x RMA70-12
2x RMA70-24
2x Manganese Trihydrate
2x D32 Steel
2x Polymerized Gel";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x Incandescent Alloy
28x Skill Summary - 3
5x RMA70-12
75000x LMD
3x Guard Chip
1x Polyester
1x Polyketon
5x Guard Chip Pack
15x Coagulating Gel
11x Manganese Ore
1x Keton Colloid
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Polymerization Preparation
3x Incandescent Alloy Block
2x RMA70-24
2x Manganese Trihydrate
2x D32 Steel
2x Polymerized Gel";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x Incandescent Alloy
4x Skill Summary - 3
2x RMA70-12
15000x LMD
3x Guard Chip
1x Polyester
1x Polyketon";"24x Skill Summary - 3
3x RMA70-12
60000x LMD
5x Guard Chip Pack
15x Coagulating Gel
11x Manganese Ore
1x Keton Colloid
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Polymerization Preparation
3x Incandescent Alloy Block
2x RMA70-24
2x Manganese Trihydrate
2x D32 Steel
2x Polymerized Gel";77;111
